Abbreviation,TeamName,GridPosition,Position,Points,Season,RoundNumber,EventName,Podium,Rainfall,AirTemp
PER,Red Bull Racing,8.0,8.0,4.0,2024,16,Italian Grand Prix,0,False,33.2
ALB,Williams,9.0,9.0,2.0,2024,16,Italian Grand Prix,0,False,33.2
MAG,Haas F1 Team,13.0,10.0,1.0,2024,16,Italian Grand Prix,0,False,33.2
ALO,Aston Martin,11.0,11.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
COL,Williams,18.0,12.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
RIC,RB,12.0,13.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
OCO,Alpine,15.0,14.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
GAS,Alpine,14.0,15.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
BOT,Kick Sauber,19.0,16.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
HUL,Haas F1 Team,10.0,17.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
ZHO,Kick Sauber,20.0,18.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
STR,Aston Martin,17.0,19.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
TSU,RB,16.0,20.0,0.0,2024,16,Italian Grand Prix,0,False,33.2
PIA,McLaren,2.0,1.0,25.0,2024,17,Azerbaijan Grand Prix,1,False,26.7
LEC,Ferrari,1.0,2.0,18.0,2024,17,Azerbaijan Grand Prix,1,False,26.7
RUS,Mercedes,5.0,3.0,15.0,2024,17,Azerbaijan Grand Prix,1,False,26.7
NOR,McLaren,15.0,4.0,13.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
VER,Red Bull Racing,6.0,5.0,10.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
ALO,Aston Martin,7.0,6.0,8.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
ALB,Williams,9.0,7.0,6.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
COL,Williams,8.0,8.0,4.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
HAM,Mercedes,19.0,9.0,2.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
BEA,Haas F1 Team,10.0,10.0,1.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
HUL,Haas F1 Team,12.0,11.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
GAS,Alpine,18.0,12.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
RIC,RB,14.0,13.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
ZHO,Kick Sauber,17.0,14.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
OCO,Alpine,20.0,15.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
BOT,Kick Sauber,16.0,16.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
PER,Red Bull Racing,4.0,17.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
SAI,Ferrari,3.0,18.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
STR,Aston Martin,13.0,19.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
TSU,RB,11.0,20.0,0.0,2024,17,Azerbaijan Grand Prix,0,False,26.7
NOR,McLaren,1.0,1.0,25.0,2024,18,Singapore Grand Prix,1,False,30.8
VER,Red Bull Racing,2.0,2.0,18.0,2024,18,Singapore Grand Prix,1,False,30.8
PIA,McLaren,5.0,3.0,15.0,2024,18,Singapore Grand Prix,1,False,30.8
RUS,Mercedes,4.0,4.0,12.0,2024,18,Singapore Grand Prix,0,False,30.8
LEC,Ferrari,9.0,5.0,10.0,2024,18,Singapore Grand Prix,0,False,30.8
HAM,Mercedes,3.0,6.0,8.0,2024,18,Singapore Grand Prix,0,False,30.8
SAI,Ferrari,10.0,7.0,6.0,2024,18,Singapore Grand Prix,0,False,30.8
ALO,Aston Martin,7.0,8.0,4.0,2024,18,Singapore Grand Prix,0,False,30.8
HUL,Haas F1 Team,6.0,9.0,2.0,2024,18,Singapore Grand Prix,0,False,30.8
PER,Red Bull Racing,13.0,10.0,1.0,2024,18,Singapore Grand Prix,0,False,30.8
COL,Williams,12.0,11.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
TSU,RB,8.0,12.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
OCO,Alpine,15.0,13.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
STR,Aston Martin,17.0,14.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
ZHO,Kick Sauber,20.0,15.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
BOT,Kick Sauber,19.0,16.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
GAS,Alpine,18.0,17.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
RIC,RB,16.0,18.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
MAG,Haas F1 Team,14.0,19.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
ALB,Williams,11.0,20.0,0.0,2024,18,Singapore Grand Prix,0,False,30.8
LEC,Ferrari,4.0,1.0,25.0,2024,19,United States Grand Prix,1,False,28.2
SAI,Ferrari,3.0,2.0,18.0,2024,19,United States Grand Prix,1,False,28.2
VER,Red Bull Racing,2.0,3.0,15.0,2024,19,United States Grand Prix,1,False,28.2
NOR,McLaren,1.0,4.0,12.0,2024,19,United States Grand Prix,0,False,28.2
PIA,McLaren,5.0,5.0,10.0,2024,19,United States Grand Prix,0,False,28.2
RUS,Mercedes,20.0,6.0,8.0,2024,19,United States Grand Prix,0,False,28.2
PER,Red Bull Racing,9.0,7.0,6.0,2024,19,United States Grand Prix,0,False,28.2
HUL,Haas F1 Team,11.0,8.0,4.0,2024,19,United States Grand Prix,0,False,28.2
LAW,RB,19.0,9.0,2.0,2024,19,United States Grand Prix,0,False,28.2
COL,Williams,15.0,10.0,1.0,2024,19,United States Grand Prix,0,False,28.2
MAG,Haas F1 Team,8.0,11.0,0.0,2024,19,United States Grand Prix,0,False,28.2
GAS,Alpine,6.0,12.0,0.0,2024,19,United States Grand Prix,0,False,28.2
ALO,Aston Martin,7.0,13.0,0.0,2024,19,United States Grand Prix,0,False,28.2
TSU,RB,10.0,14.0,0.0,2024,19,United States Grand Prix,0,False,28.2
STR,Aston Martin,13.0,15.0,0.0,2024,19,United States Grand Prix,0,False,28.2
ALB,Williams,14.0,16.0,0.0,2024,19,United States Grand Prix,0,False,28.2
BOT,Kick Sauber,16.0,17.0,0.0,2024,19,United States Grand Prix,0,False,28.2
OCO,Alpine,12.0,18.0,0.0,2024,19,United States Grand Prix,0,False,28.2
ZHO,Kick Sauber,18.0,19.0,0.0,2024,19,United States Grand Prix,0,False,28.2
HAM,Mercedes,17.0,20.0,0.0,2024,19,United States Grand Prix,0,False,28.2
SAI,Ferrari,1.0,1.0,25.0,2024,20,Mexico City Grand Prix,1,False,20.0
NOR,McLaren,3.0,2.0,18.0,2024,20,Mexico City Grand Prix,1,False,20.0
LEC,Ferrari,4.0,3.0,16.0,2024,20,Mexico City Grand Prix,1,False,20.0
HAM,Mercedes,6.0,4.0,12.0,2024,20,Mexico City Grand Prix,0,False,20.0
RUS,Mercedes,5.0,5.0,10.0,2024,20,Mexico City Grand Prix,0,False,20.0
VER,Red Bull Racing,2.0,6.0,8.0,2024,20,Mexico City Grand Prix,0,False,20.0
MAG,Haas F1 Team,7.0,7.0,6.0,2024,20,Mexico City Grand Prix,0,False,20.0
PIA,McLaren,17.0,8.0,4.0,2024,20,Mexico City Grand Prix,0,False,20.0
HUL,Haas F1 Team,10.0,9.0,2.0,2024,20,Mexico City Grand Prix,0,False,20.0
GAS,Alpine,8.0,10.0,1.0,2024,20,Mexico City Grand Prix,0,False,20.0
STR,Aston Martin,14.0,11.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
COL,Williams,16.0,12.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
OCO,Alpine,0.0,13.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
BOT,Kick Sauber,15.0,14.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
ZHO,Kick Sauber,19.0,15.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
LAW,RB,12.0,16.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
PER,Red Bull Racing,18.0,17.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
ALO,Aston Martin,13.0,18.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
ALB,Williams,9.0,19.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
TSU,RB,11.0,20.0,0.0,2024,20,Mexico City Grand Prix,0,False,20.0
VER,Red Bull Racing,17.0,1.0,26.0,2024,21,São Paulo Grand Prix,1,True,22.0
OCO,Alpine,4.0,2.0,18.0,2024,21,São Paulo Grand Prix,1,True,22.0
GAS,Alpine,13.0,3.0,15.0,2024,21,São Paulo Grand Prix,1,True,22.0
RUS,Mercedes,2.0,4.0,12.0,2024,21,São Paulo Grand Prix,0,True,22.0
LEC,Ferrari,6.0,5.0,10.0,2024,21,São Paulo Grand Prix,0,True,22.0
NOR,McLaren,1.0,6.0,8.0,2024,21,São Paulo Grand Prix,0,True,22.0
TSU,RB,3.0,7.0,6.0,2024,21,São Paulo Grand Prix,0,True,22.0
PIA,McLaren,8.0,8.0,4.0,2024,21,São Paulo Grand Prix,0,True,22.0
LAW,RB,5.0,9.0,2.0,2024,21,São Paulo Grand Prix,0,True,22.0
HAM,Mercedes,14.0,10.0,1.0,2024,21,São Paulo Grand Prix,0,True,22.0
PER,Red Bull Racing,12.0,11.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
BEA,Haas F1 Team,15.0,12.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
BOT,Kick Sauber,11.0,13.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
ALO,Aston Martin,9.0,14.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
ZHO,Kick Sauber,19.0,15.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
SAI,Ferrari,20.0,16.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
COL,Williams,16.0,17.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
ALB,Williams,7.0,18.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
STR,Aston Martin,10.0,19.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
HUL,Haas F1 Team,18.0,20.0,0.0,2024,21,São Paulo Grand Prix,0,True,22.0
RUS,Mercedes,1.0,1.0,25.0,2024,22,Las Vegas Grand Prix,1,False,17.9
HAM,Mercedes,10.0,2.0,18.0,2024,22,Las Vegas Grand Prix,1,False,17.9
SAI,Ferrari,2.0,3.0,15.0,2024,22,Las Vegas Grand Prix,1,False,17.9
LEC,Ferrari,4.0,4.0,12.0,2024,22,Las Vegas Grand Prix,0,False,17.9
VER,Red Bull Racing,5.0,5.0,10.0,2024,22,Las Vegas Grand Prix,0,False,17.9
NOR,McLaren,6.0,6.0,9.0,2024,22,Las Vegas Grand Prix,0,False,17.9
PIA,McLaren,8.0,7.0,6.0,2024,22,Las Vegas Grand Prix,0,False,17.9
HUL,Haas F1 Team,9.0,8.0,4.0,2024,22,Las Vegas Grand Prix,0,False,17.9
TSU,RB,7.0,9.0,2.0,2024,22,Las Vegas Grand Prix,0,False,17.9
PER,Red Bull Racing,15.0,10.0,1.0,2024,22,Las Vegas Grand Prix,0,False,17.9
ALO,Aston Martin,16.0,11.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
MAG,Haas F1 Team,12.0,12.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
ZHO,Kick Sauber,13.0,13.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
COL,Williams,20.0,14.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
STR,Aston Martin,18.0,15.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
LAW,RB,14.0,16.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
OCO,Alpine,11.0,17.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
BOT,Kick Sauber,19.0,18.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
ALB,Williams,17.0,19.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
GAS,Alpine,3.0,20.0,0.0,2024,22,Las Vegas Grand Prix,0,False,17.9
VER,Red Bull Racing,2.0,1.0,25.0,2024,23,Qatar Grand Prix,1,False,19.0
LEC,Ferrari,5.0,2.0,18.0,2024,23,Qatar Grand Prix,1,False,19.0
PIA,McLaren,4.0,3.0,15.0,2024,23,Qatar Grand Prix,1,False,19.0
RUS,Mercedes,1.0,4.0,12.0,2024,23,Qatar Grand Prix,0,False,19.0
GAS,Alpine,11.0,5.0,10.0,2024,23,Qatar Grand Prix,0,False,19.0
SAI,Ferrari,7.0,6.0,8.0,2024,23,Qatar Grand Prix,0,False,19.0
ALO,Aston Martin,8.0,7.0,6.0,2024,23,Qatar Grand Prix,0,False,19.0
ZHO,Kick Sauber,12.0,8.0,4.0,2024,23,Qatar Grand Prix,0,False,19.0
MAG,Haas F1 Team,10.0,9.0,2.0,2024,23,Qatar Grand Prix,0,False,19.0
NOR,McLaren,3.0,10.0,2.0,2024,23,Qatar Grand Prix,0,False,19.0
BOT,Kick Sauber,13.0,11.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
HAM,Mercedes,6.0,12.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
TSU,RB,14.0,13.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
LAW,RB,17.0,14.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
ALB,Williams,16.0,15.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
HUL,Haas F1 Team,18.0,16.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
PER,Red Bull Racing,9.0,17.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
STR,Aston Martin,15.0,18.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
COL,Williams,19.0,19.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
OCO,Alpine,20.0,20.0,0.0,2024,23,Qatar Grand Prix,0,False,19.0
NOR,McLaren,1.0,1.0,25.0,2024,24,Abu Dhabi Grand Prix,1,False,26.8
SAI,Ferrari,3.0,2.0,18.0,2024,24,Abu Dhabi Grand Prix,1,False,26.8
LEC,Ferrari,19.0,3.0,15.0,2024,24,Abu Dhabi Grand Prix,1,False,26.8
HAM,Mercedes,16.0,4.0,12.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
RUS,Mercedes,6.0,5.0,10.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
VER,Red Bull Racing,4.0,6.0,8.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
GAS,Alpine,5.0,7.0,6.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
HUL,Haas F1 Team,7.0,8.0,4.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
ALO,Aston Martin,8.0,9.0,2.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
PIA,McLaren,2.0,10.0,1.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
ALB,Williams,18.0,11.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
TSU,RB,11.0,12.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
ZHO,Kick Sauber,15.0,13.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
STR,Aston Martin,13.0,14.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
DOO,Alpine,17.0,15.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
MAG,Haas F1 Team,14.0,16.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
LAW,RB,12.0,17.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
BOT,Kick Sauber,9.0,18.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
COL,Williams,20.0,19.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
PER,Red Bull Racing,10.0,20.0,0.0,2024,24,Abu Dhabi Grand Prix,0,False,26.8
